name,age,club,minor,pa,best,pos,field,bats,HR_mlb,HR,OBP,OPS+,bestP,HR_p,OBP_p,OPS+_p,OPS+_pF,Tpct,c,1b,2b,3b,ss,lf,cf,rf,dh,cP,1bP,2bP,3bP,ssP,lfP,cfP,rfP,dhP,toWAR,toWARP,c_tdWAR,1b_tdWAR,2b_tdWAR,3b_tdWAR,ss_tdWAR,lf_tdWAR,cf_tdWAR,rf_tdWAR,dh_tdWAR,in_list
Sam Petersen,25,WSH,1,0,-0.01,lf,LF,R,,12,0.314,95,0.7,17,0.317,100,100,0.97,-11.5,-0.45,-0.01,-1.26,-3.04,-0.01,-1.15,-1.44,-0.96,-10.78,0.26,0.7,-0.55,-2.32,0.7,-0.44,-0.73,-0.25,-0.96,-0.25,-10.54,0.51,0.95,-0.3,-2.08,0.95,-0.19,-0.48,0,
Wes Kath,25,LAA,1,0,-1.0,lf,,L,,17,0.278,87,0.26,17,0.312,97,-999,0.87,-12.42,-1.34,-2.34,-2.34,-6.5,-1.0,-2.82,-3.22,-1.88,-11.16,-0.08,-1.08,-1.08,-5.24,0.26,-1.56,-1.96,-0.63,-1.88,-0.63,-10.54,0.54,-0.46,-0.46,-4.61,0.88,-0.93,-1.33,0,
Campbell Smithwick,23,Free,0,0,-2.98,c,,L,,14,0.219,72,1.39,17,0.322,99,-999,0.72,-2.98,-4.63,-8.98,-8.79,-12.27,-9.07,-6.21,-8.38,-4.8,1.39,-0.26,-4.61,-4.42,-7.9,-4.71,-1.84,-4.01,-0.43,-4.8,-0.43,1.82,0.17,-4.18,-4.0,-7.47,-4.28,-1.41,-3.59,0,
Erik Parker,22,Free,0,0,-7.11,lf,LF,R,,6,0.172,53,0.61,13,0.333,97,97,0.64,-18.64,-7.45,-7.22,-7.53,-9.88,-7.11,-8.34,-8.45,-8.11,-10.93,0.27,0.5,0.19,-2.16,0.61,-0.62,-0.73,-0.39,-8.11,-0.39,-10.54,0.66,0.89,0.58,-1.77,1.0,-0.23,-0.34,0,
Jarren Advincula,23,Free,0,0,-3.21,2b,,L,,10,0.233,73,0.84,14,0.323,101,-999,0.73,-14.92,-3.95,-3.21,-3.93,-5.86,-3.6,-5.33,-6.0,-4.38,-10.87,0.11,0.84,0.13,-1.81,0.46,-1.27,-1.94,-0.33,-4.38,-0.33,-10.54,0.44,1.17,0.46,-1.48,0.79,-0.94,-1.61,0,
AJ Gracia,23,Free,0,0,-3.58,lf,LF,L,,10,0.233,71,1.77,16,0.35,105,105,0.79,-15.16,-4.37,-9.23,-8.89,-13.18,-3.58,-4.67,-4.82,-4.63,-9.81,0.98,-3.88,-3.54,-7.83,1.77,0.68,0.53,0.72,-4.63,0.72,-10.54,0.26,-4.6,-4.27,-8.56,1.05,-0.05,-0.2,0,
Max Clark,23,DET,1,0,2.61,rf,RF,L,19,14,0.33,101,3.03,14,0.341,104,104,1.12,-10.5,0.11,-4.62,-3.93,-8.69,1.57,1.82,2.61,0.03,-10.08,0.53,-4.2,-3.51,-8.27,1.99,2.24,3.03,0.46,0.03,0.46,-10.54,0.08,-4.66,-3.96,-8.73,1.53,1.78,2.58,0,
Steven Milam,23,Free,0,0,-3.31,2b,2B,S,,4,0.24,70,0.64,4,0.346,99,99,0.78,-15.41,-4.52,-3.31,-4.53,-5.41,-3.99,-5.76,-6.21,-4.87,-11.46,-0.57,0.64,-0.58,-1.46,-0.04,-1.81,-2.26,-0.92,-4.87,-0.92,-10.54,0.35,1.56,0.34,-0.54,0.88,-0.89,-1.33,0,
Christian Hamilton,22,Free,0,0,-6.18,rf,RF,S,,4,0.158,51,1.55,6,0.347,99,99,0.61,-18.73,-8.14,-13.38,-12.98,-16.44,-6.86,-6.65,-6.18,-8.19,-10.99,-0.41,-5.64,-5.25,-8.7,0.88,1.08,1.55,-0.46,-8.19,-0.46,-10.54,0.05,-5.19,-4.79,-8.25,1.33,1.54,2.01,0,
Dean Moss,22,Free,0,0,-6.71,1b,,L,,10,0.187,60,1.8,34,0.336,113,-999,0.6,-17.51,-6.71,-8.48,-8.4,-12.87,-9.72,-8.74,-9.44,-6.97,-9.0,1.8,0.02,0.1,-4.37,-1.22,-0.24,-0.94,1.53,-6.97,1.53,-10.54,0.27,-1.51,-1.43,-5.9,-2.75,-1.77,-2.47,0,
Michael Torres,22,Free,0,0,-6.66,lf,RF,L,,8,0.163,54,1.7,12,0.353,107,107,0.65,-18.47,-8.01,-12.55,-12.31,-16.73,-6.66,-7.08,-6.77,-7.93,-10.11,0.35,-4.19,-3.95,-8.37,1.7,1.28,1.59,0.43,-7.93,0.43,-10.54,-0.08,-4.62,-4.38,-8.8,1.27,0.85,1.16,0,
Daniel Cuvet,23,Free,0,0,-4.15,1b,,R,,14,0.236,73,3.59,44,0.35,124,-999,0.73,-15.11,-4.15,-6.8,-5.86,-11.55,-7.38,-6.35,-7.19,-4.58,-7.37,3.59,0.94,1.88,-3.81,0.37,1.39,0.56,3.17,-4.58,3.17,-10.54,0.42,-2.22,-1.29,-6.98,-2.8,-1.77,-2.61,0,
Frederick Bencosme,25,BAL,0,320,2.39,lf,,L,5,9,0.386,112,2.52,9,0.384,112,-999,1.12,-8.93,2.07,2.17,2.19,-0.36,2.39,0.58,-0.01,1.61,-8.8,2.2,2.29,2.31,-0.24,2.52,0.7,0.12,1.73,1.61,1.73,-10.54,0.47,0.56,0.58,-1.97,0.79,-1.03,-1.61,0,
Alejandro Osuna,25,CLE,1,0,1.09,lf,,L,14,17,0.326,102,1.4,17,0.334,104,-999,1.02,-10.43,0.07,-3.42,-2.61,-6.86,1.09,-0.64,-0.94,0.11,-10.12,0.38,-3.11,-2.3,-6.55,1.4,-0.32,-0.63,0.42,0.11,0.42,-10.54,-0.03,-3.53,-2.72,-6.97,0.99,-0.74,-1.04,0,
Yonathan Ochoa,25,CHC,1,0,-8.64,1b,,R,,4,0.145,47,-8.18,4,0.151,49,-999,0.47,-19.57,-8.64,-12.17,-11.86,-16.3,-13.46,-10.64,-13.08,-9.03,-19.1,-8.18,-11.71,-11.4,-15.84,-13.0,-10.18,-12.62,-8.57,-9.03,-8.57,-10.54,0.39,-3.14,-2.83,-7.27,-4.43,-1.61,-4.05,0,
Leonel Espinoza,25,CHC,1,0,2.21,lf,LF,R,,22,0.35,111,2.33,22,0.348,111,111,1.13,-9.37,1.47,0.21,0.5,-3.94,2.21,1.11,0.97,1.16,-9.25,1.6,0.34,0.62,-3.81,2.33,1.24,1.09,1.29,1.16,1.29,-10.54,0.31,-0.95,-0.67,-5.1,1.05,-0.05,-0.2,0,
Victor Labrada,28,Free,0,0,-0.72,lf,RF,L,,10,0.3,88,0.55,10,0.331,97,97,0.88,-12.37,-2.0,-6.66,-6.27,-10.08,-0.72,-1.14,-1.11,-1.84,-11.1,-0.72,-5.38,-5.0,-8.81,0.55,0.13,0.16,-0.57,-1.84,-0.57,-10.54,-0.16,-4.82,-4.43,-8.25,1.12,0.7,0.73,0,
Marino Santy,26,CHC,1,0,-8.94,1b,,L,,4,0.145,47,-8.59,4,0.152,49,-999,0.47,-19.57,-8.94,-12.62,-12.3,-16.3,-13.51,-10.69,-13.08,-9.03,-19.21,-8.59,-12.26,-11.94,-15.95,-13.16,-10.34,-12.72,-8.68,-9.03,-8.68,-10.54,0.09,-3.59,-3.27,-7.27,-4.48,-1.66,-4.05,0,
Hwi-jip Kim,24,TOR,1,0,-0.2,rf,RF,L,,10,0.28,83,0.2,10,0.29,86,86,0.89,-13.03,-2.3,-6.12,-5.55,-10.26,-1.06,-0.81,-0.2,-2.5,-12.63,-1.9,-5.72,-5.15,-9.86,-0.66,-0.41,0.2,-2.09,-2.5,-2.09,-10.54,0.2,-3.63,-3.05,-7.77,1.43,1.68,2.3,0,
Gavin Kilen,24,KC,1,0,2.08,2b,LF,L,,10,0.353,107,2.5,14,0.356,110,110,1.15,-10.04,0.98,2.08,1.51,-0.46,1.5,0.36,0.16,0.5,-9.62,1.4,2.5,1.93,-0.04,1.92,0.78,0.58,0.92,0.5,0.92,-10.54,0.48,1.58,1.01,-0.96,1.0,-0.14,-0.34,0,
Jared McKenzie,27,WSH,1,0,0.35,lf,LF,L,,12,0.312,96,1.96,14,0.347,107,107,0.96,-11.23,-0.59,-4.38,-4.06,-9.55,0.35,-0.79,-0.89,-0.7,-9.63,1.01,-2.77,-2.45,-7.94,1.96,0.82,0.71,0.91,-0.7,0.91,-10.54,0.1,-3.68,-3.36,-8.85,1.05,-0.09,-0.2,0,
Will Wagner,29,TOR,1,17,0.48,1b,,L,10,10,0.35,103,0.48,10,0.35,103,-999,1.03,-10.37,0.48,0.4,-0.43,-3.38,-2.68,-1.61,-2.58,0.17,-10.37,0.48,0.4,-0.43,-3.38,-2.68,-1.61,-2.58,0.17,0.17,0.17,-10.54,0.32,0.24,-0.6,-3.55,-2.85,-1.78,-2.75,0,
Craig Yoho,28,CHC,0,0,-9.11,1b,,R,,4,0.133,44,-6.11,10,0.194,61,-999,0.44,-20.03,-9.11,-12.52,-11.23,-16.16,-13.25,-10.76,-12.54,-9.5,-17.03,-6.11,-9.52,-8.22,-13.15,-10.25,-7.76,-9.54,-6.5,-9.5,-6.5,-10.54,0.39,-3.02,-1.73,-6.66,-3.76,-1.27,-3.05,0,
Pierce Bennett,27,Free,0,0,0.56,lf,,R,,10,0.338,100,0.77,12,0.34,101,-999,1.0,-10.81,0.2,-0.26,-1.22,-4.04,0.56,-1.21,-1.75,-0.28,-10.6,0.42,-0.05,-1.0,-3.82,0.77,-1.0,-1.54,-0.06,-0.28,-0.06,-10.54,0.48,0.02,-0.94,-3.76,0.84,-0.94,-1.47,0,
Nathan Church,27,Free,0,0,-0.04,lf,LF,L,,8,0.314,95,1.16,10,0.341,103,103,0.95,-11.58,-1.05,-5.18,-5.08,-9.12,-0.04,-1.1,-1.38,-1.04,-10.37,0.16,-3.97,-3.88,-7.91,1.16,0.11,-0.17,0.17,-1.04,0.17,-10.54,-0.01,-4.13,-4.04,-8.07,1.0,-0.05,-0.34,0,
Ben Williamson,27,SEA,1,0,1.55,3b,"SS, 3B, LF",R,5,8,0.302,89,3.34,14,0.33,102,102,0.99,-12.06,-0.77,0.33,1.55,1.13,-0.47,-1.61,-1.72,-1.52,-10.27,1.02,2.11,3.34,2.92,1.31,0.17,0.07,0.27,-1.52,0.27,-10.54,0.75,1.85,3.07,2.65,1.05,-0.09,-0.2,0,
Andrew Taylor,26,CHC,1,0,-8.83,1b,,R,,4,0.14,46,-8.83,4,0.14,46,-999,0.46,-19.79,-8.83,-13.27,-12.19,-16.72,-13.44,-10.77,-13.0,-9.25,-19.79,-8.83,-13.27,-12.19,-16.72,-13.44,-10.77,-13.0,-9.25,-9.25,-9.25,-10.54,0.42,-4.02,-2.94,-7.46,-4.18,-1.51,-3.74,0,
Jakob Marsee,27,MIL,1,131,0.61,lf,RF,L,14,11,0.347,96,1.78,13,0.37,104,104,0.96,-11.1,-0.53,-5.09,-4.75,-9.41,0.61,0.23,0.31,-0.56,-9.92,0.65,-3.91,-3.57,-8.24,1.78,1.4,1.48,0.61,-0.56,0.61,-10.54,0.03,-4.53,-4.19,-8.85,1.17,0.79,0.87,0,
Drew Sommers,27,CHC,0,0,-8.45,1b,,L,,4,0.147,48,-7.7,6,0.161,53,-999,0.48,-19.41,-8.45,-11.28,-11.82,-16.77,-13.36,-10.49,-12.81,-8.88,-18.66,-7.7,-10.52,-11.06,-16.02,-12.6,-9.74,-12.06,-8.12,-8.88,-8.12,-10.54,0.42,-2.4,-2.94,-7.9,-4.48,-1.62,-3.94,0,
David Martin,27,AZ,1,0,0.51,1b,,L,,6,0.371,107,0.7,8,0.372,108,-999,1.07,0.41,0.51,-4.4,-3.75,-8.61,-3.48,-0.94,-3.05,0.43,0.6,0.7,-4.21,-3.56,-8.41,-3.29,-0.75,-2.85,0.62,0.43,0.62,-0.02,0.08,-4.83,-4.19,-9.04,-3.91,-1.37,-3.48,0,
Caleb Durbin,28,MIL,1,0,0.07,lf,,R,,12,0.314,95,1.42,12,0.352,106,-999,0.95,-11.25,-0.36,-0.13,-0.88,-3.66,0.07,-1.66,-2.33,-0.72,-9.9,1.0,1.22,0.47,-2.31,1.42,-0.3,-0.98,0.64,-0.72,0.64,-10.54,0.36,0.58,-0.16,-2.94,0.79,-0.94,-1.61,0,
Zach Cole,27,BOS,1,0,1.29,rf,CF,L,29,17,0.277,87,1.71,17,0.288,90,90,0.97,-12.3,-1.61,-6.34,-5.95,-10.9,-0.07,0.77,1.29,-1.76,-11.87,-1.18,-5.91,-5.52,-10.47,0.36,1.2,1.71,-1.33,-1.76,-1.33,-10.54,0.15,-4.58,-4.19,-9.14,1.69,2.53,3.05,0,
Trey Snyder,22,NYM,1,0,0.68,2b,"2B, 3B, LF",R,,14,0.293,89,2.37,14,0.335,102,102,1.07,-12.21,-1.04,0.68,0.56,-0.18,-0.63,-1.81,-1.87,-1.67,-10.52,0.65,2.37,2.26,1.51,1.07,-0.12,-0.18,0.02,-1.67,0.02,-10.54,0.63,2.35,2.24,1.49,1.05,-0.14,-0.2,0,
Chandler Simpson,27,TB,0,375,2.15,rf,RF,L,2,4,0.375,108,2.28,4,0.373,107,107,1.08,-10.25,0.84,0.63,-0.65,-3.28,1.57,1.78,2.15,0.29,-10.12,0.97,0.76,-0.52,-3.14,1.7,1.91,2.28,0.42,0.29,0.42,-10.54,0.55,0.35,-0.94,-3.56,1.28,1.49,1.87,0,
Matthew Wood,27,Free,0,0,-1.47,c,,L,,7,0.291,83,1.89,13,0.365,107,-999,0.83,-1.47,-2.56,-6.88,-6.3,-11.22,-6.79,-4.17,-6.32,-2.51,1.89,0.81,-3.52,-2.94,-7.85,-3.43,-0.8,-2.95,0.86,-2.51,0.86,1.03,-0.05,-4.38,-3.8,-8.71,-4.29,-1.66,-3.81,0,
Chris Brito,28,MIL,1,0,-0.15,1b,,R,,9,0.344,97,1.98,16,0.382,112,-999,0.97,-11.04,-0.15,-2.84,-2.89,-8.09,-4.41,-1.87,-3.97,-0.5,-8.91,1.98,-0.71,-0.76,-5.96,-2.28,0.26,-1.85,1.63,-0.5,1.63,-10.54,0.35,-2.34,-2.39,-7.59,-3.91,-1.37,-3.48,0,
Kyle Manzardo,27,WSH,0,349,1.32,1b,,L,22,22,0.342,108,2.11,22,0.356,112,-999,1.08,-9.29,1.32,-2.13,-2.36,-6.65,-2.99,-0.32,-2.57,1.24,-8.5,2.11,-1.34,-1.57,-5.86,-2.2,0.47,-1.78,2.03,1.24,2.03,-10.54,0.08,-3.38,-3.6,-7.89,-4.24,-1.56,-3.81,0,
Chase Luttrell,28,Free,0,0,-0.87,lf,RF,L,,12,0.283,87,0.21,14,0.309,94,94,0.87,-12.63,-1.85,-4.94,-5.47,-9.46,-0.87,-1.3,-1.08,-2.09,-11.54,-0.77,-3.86,-4.39,-8.38,0.21,-0.21,0.0,-1.01,-2.09,-1.01,-10.54,0.24,-2.85,-3.38,-7.37,1.22,0.79,1.01,0,
Matthew Etzel,26,TB,1,0,0.74,lf,RF,L,,12,0.321,97,1.93,14,0.341,105,105,0.98,-11.02,-0.21,-3.92,-3.62,-8.7,0.74,0.31,0.53,-0.48,-9.82,0.98,-2.72,-2.42,-7.5,1.93,1.51,1.73,0.72,-0.48,0.72,-10.54,0.27,-3.44,-3.14,-8.21,1.22,0.79,1.01,0,
Mark Coley,27,SF,0,216,0.19,lf,RF,R,13,13,0.306,92,1.39,17,0.33,101,101,0.92,-11.57,-0.64,-2.65,-3.3,-8.55,0.19,-0.24,-0.02,-1.03,-10.36,0.57,-1.44,-2.09,-7.35,1.39,0.97,1.19,0.18,-1.03,0.18,-10.54,0.39,-1.62,-2.27,-7.52,1.22,0.79,1.01,0,
Will Schomberg,27,CHC,1,0,-9.61,dh,,R,,4,0.134,44,-9.43,6,0.136,46,-999,0.44,-20.14,-9.65,-14.02,-12.93,-17.07,-13.84,-11.22,-13.42,-9.61,-19.97,-9.47,-13.84,-12.76,-16.89,-13.67,-11.04,-13.24,-9.43,-9.61,-9.43,-10.54,-0.04,-4.41,-3.33,-7.46,-4.24,-1.61,-3.81,0,
Trey Sweeney,28,DET,0,336,2.71,2b,"2B, 3B",L,24,17,0.336,103,3.02,17,0.343,106,106,1.03,-10.18,1.13,2.71,2.6,1.85,1.25,-0.57,-0.97,0.36,-9.86,1.45,3.02,2.91,2.17,1.56,-0.26,-0.66,0.67,0.36,0.67,-10.54,0.77,2.35,2.24,1.49,0.88,-0.93,-1.33,0,
Ethan Lege,27,Free,0,0,-0.13,1b,,R,,12,0.332,100,0.78,14,0.346,106,-999,1.0,-10.98,-0.13,-1.39,-1.11,-5.54,-3.24,-2.26,-3.05,-0.44,-10.07,0.78,-0.48,-0.2,-4.63,-2.33,-1.35,-2.14,0.47,-0.44,0.47,-10.54,0.31,-0.95,-0.67,-5.1,-2.8,-1.82,-2.61,0,
Ben Rice,29,NYY,1,0,-0.53,1b,,L,34,27,0.303,98,0.69,33,0.321,107,-999,0.98,-1.53,-0.53,-4.72,-4.34,-9.3,-5.05,-2.38,-4.58,-0.76,-0.31,0.69,-3.49,-3.12,-8.08,-3.83,-1.16,-3.35,0.46,-0.76,0.46,-0.76,0.23,-3.95,-3.58,-8.54,-4.29,-1.62,-3.81,0,
Andy Polanco,23,SF,1,0,-0.67,lf,RF,R,,14,0.284,88,0.44,17,0.301,96,96,0.98,-12.42,-1.57,-5.82,-5.85,-9.89,-0.67,-1.14,-0.88,-1.89,-11.31,-0.46,-4.71,-4.74,-8.78,0.44,-0.03,0.24,-0.77,-1.89,-0.77,-10.54,0.32,-3.93,-3.96,-8.01,1.22,0.75,1.01,0,
Phillip Glasser,28,STL,1,0,1.02,2b,,L,,10,0.346,103,1.23,12,0.348,105,-999,1.03,-10.4,0.6,1.02,0.71,-1.64,-2.72,-1.69,-2.62,0.13,-10.19,0.81,1.23,0.93,-1.43,-2.5,-1.48,-2.4,0.35,0.13,0.35,-10.54,0.47,0.89,0.58,-1.77,-2.85,-1.82,-2.75,0,
Bryan Rincon,24,WSH,0,0,1.36,2b,"2B, 3B",S,15,13,0.31,94,2.02,13,0.326,98,98,1.01,-11.7,-0.61,1.36,1.29,0.63,-0.37,-2.15,-2.78,-1.16,-11.04,0.05,2.02,1.95,1.29,0.29,-1.49,-2.11,-0.5,-1.16,-0.5,-10.54,0.55,2.52,2.45,1.79,0.79,-0.99,-1.61,0,
Freylin Minyety,28,Free,0,0,-0.44,2b,,R,,6,0.32,92,1.1,9,0.35,102,-999,0.92,-11.86,-0.98,-0.44,-0.75,-3.1,-5.75,-2.89,-5.26,-1.33,-10.33,0.56,1.1,0.79,-1.56,-4.22,-1.35,-3.73,0.21,-1.33,0.21,-10.54,0.35,0.89,0.58,-1.77,-4.43,-1.56,-3.94,0,
Turner Hill,29,CIN,1,0,-0.07,lf,LF,L,,4,0.317,93,1.01,6,0.347,101,101,0.93,-11.61,-1.08,-5.27,-4.65,-9.47,-0.07,-1.26,-1.41,-1.07,-10.52,0.01,-4.18,-3.56,-8.38,1.01,-0.17,-0.32,0.02,-1.07,0.02,-10.54,-0.01,-4.2,-3.58,-8.4,1.0,-0.19,-0.34,0,
Derek Datil,22,TB,1,0,-1.62,lf,RF,L,,8,0.28,82,1.54,11,0.355,103,103,0.99,-8.76,-2.65,-6.9,-6.64,-11.36,-1.62,-2.0,-1.83,-2.84,-5.6,0.51,-3.74,-3.47,-8.2,1.54,1.16,1.34,0.33,-2.84,0.33,-5.92,0.18,-4.07,-3.8,-8.53,1.22,0.84,1.01,0,
Payton Eeles,28,ATL,0,289,1.16,lf,,L,11,10,0.343,102,2.39,12,0.365,111,-999,1.02,-10.21,0.32,0.99,0.14,-2.05,1.16,-0.66,-1.15,0.33,-8.98,1.55,2.22,1.38,-0.81,2.39,0.58,0.09,1.56,0.33,1.56,-10.54,-0.01,0.66,-0.18,-2.37,0.84,-0.98,-1.47,0,
Ben Ross,27,Free,0,0,-1.13,lf,LF,R,,14,0.283,87,0.83,17,0.318,98,98,0.87,-12.61,-1.69,-1.78,-2.12,-5.32,-1.13,-2.22,-2.55,-2.08,-10.66,0.27,0.18,-0.17,-3.36,0.83,-0.27,-0.6,-0.12,-2.08,-0.12,-10.54,0.39,0.3,-0.04,-3.24,0.95,-0.15,-0.48,0,
Javier Vaz,27,KC,1,0,0.43,lf,LF,L,,8,0.332,97,1.97,10,0.371,109,109,0.97,-11.11,-0.46,0.2,-1.1,-2.96,0.43,-0.67,-0.91,-0.57,-9.57,1.08,1.74,0.44,-1.42,1.97,0.87,0.63,0.97,-0.57,0.97,-10.54,0.11,0.77,-0.53,-2.39,1.0,-0.1,-0.34,0,
Justin Wishkoski,27,MIL,1,0,0.54,3b,3B,R,,10,0.321,96,0.76,12,0.322,98,98,0.96,-11.38,-0.14,0.28,0.54,-1.98,-5.27,-2.45,-4.78,-0.84,-11.16,0.07,0.5,0.76,-1.77,-5.06,-2.24,-4.57,-0.63,-0.84,-0.63,-10.54,0.7,1.13,1.39,-1.14,-4.43,-1.61,-3.94,0,
Ethan Puig,22,Free,0,0,-7.53,1b,,R,,6,0.171,53,0.81,13,0.347,102,-999,0.53,-18.54,-7.53,-8.51,-7.97,-10.88,-10.8,-9.73,-10.61,-8.0,-10.19,0.81,-0.17,0.37,-2.54,-2.46,-1.39,-2.27,0.34,-8.0,0.34,-10.54,0.47,-0.51,0.03,-2.88,-2.8,-1.73,-2.61,0,
Zac Zyons,25,NYM,1,0,-0.09,lf,LF,L,,10,0.313,95,0.77,12,0.331,101,101,0.97,-11.57,-0.73,-0.32,-0.67,-3.1,-0.09,-1.18,-1.51,-1.04,-10.72,0.12,0.54,0.19,-2.25,0.77,-0.33,-0.66,-0.18,-1.04,-0.18,-10.54,0.3,0.72,0.37,-2.07,0.95,-0.15,-0.48,0,
Malachi Washington,20,SEA,1,0,-0.97,rf,RF,R,,10,0.273,82,1.24,13,0.317,95,95,1.19,-13.37,-2.75,-6.96,-6.63,-11.69,-1.55,-1.35,-0.97,-2.84,-11.16,-0.54,-4.76,-4.43,-9.48,0.65,0.86,1.24,-0.63,-2.84,-0.63,-10.54,0.09,-4.13,-3.8,-8.85,1.28,1.49,1.87,0,
D'Angelo Ortiz,24,SD,1,0,-1.97,lf,,R,,10,0.274,82,0.64,13,0.335,100,-999,0.82,-13.29,-2.4,-3.76,-3.97,-8.16,-1.97,-3.78,-4.37,-2.75,-10.68,0.21,-1.16,-1.36,-5.56,0.64,-1.18,-1.76,-0.15,-2.75,-0.15,-10.54,0.36,-1.01,-1.22,-5.41,0.79,-1.03,-1.61,0,
Joe Lampe,27,CLE,1,0,1.39,lf,,L,,8,0.36,105,2.0,10,0.366,109,-999,1.05,-9.93,1.02,-0.43,-0.05,-5.08,1.39,-0.38,-1.01,0.61,-9.33,1.62,0.17,0.55,-4.48,2.0,0.22,-0.4,1.21,0.61,1.21,-10.54,0.41,-1.04,-0.66,-5.69,0.79,-0.99,-1.61,0,
Ben Malgeri,28,Free,0,0,-0.37,lf,RF,R,,12,0.294,89,0.91,13,0.326,98,98,0.89,-12.03,-1.41,-6.38,-5.68,-10.81,-0.37,-0.79,-0.76,-1.49,-10.74,-0.13,-5.1,-4.39,-9.53,0.91,0.49,0.52,-0.21,-1.49,-0.21,-10.54,0.08,-4.89,-4.19,-9.32,1.12,0.7,0.73,0,
Daniel Dickinson,24,MIL,1,0,0.52,lf,,R,,12,0.33,100,1.56,12,0.355,106,-999,1.0,-10.85,0.2,0.43,-0.27,-2.97,0.52,-1.21,-1.79,-0.32,-9.81,1.25,1.48,0.77,-1.92,1.56,-0.16,-0.75,0.73,-0.32,0.73,-10.54,0.52,0.75,0.05,-2.65,0.84,-0.89,-1.47,0,
Brady Murrietta,21,CHC,1,0,-0.37,c,C,R,,10,0.267,81,1.68,10,0.31,93,93,1.19,-0.37,-3.15,-6.93,-6.65,-12.22,-7.33,-4.61,-6.9,-3.09,1.68,-1.11,-4.89,-4.61,-10.18,-5.29,-2.57,-4.86,-1.05,-3.09,-1.05,2.73,-0.06,-3.84,-3.56,-9.13,-4.24,-1.52,-3.81,0,
Cris Rodriguez,20,DET,1,0,-0.88,lf,LF,R,,14,0.283,87,5.95,51,0.374,137,137,1.26,-12.61,-1.74,-5.45,-5.68,-9.97,-0.88,-1.97,-1.84,-2.08,-5.78,5.09,1.38,1.15,-3.14,5.95,4.86,4.99,4.75,-2.08,4.75,-10.54,0.34,-3.38,-3.6,-7.89,1.2,0.1,0.23,0,
Victor Christal,22,CHC,1,0,-8.56,1b,,R,,4,0.146,48,-8.2,6,0.156,50,-999,0.48,-19.3,-8.56,-12.41,-12.59,-16.35,-13.0,-10.29,-12.58,-8.77,-18.94,-8.2,-12.05,-12.22,-15.98,-12.64,-9.92,-12.21,-8.4,-8.77,-8.4,-10.54,0.21,-3.65,-3.82,-7.58,-4.24,-1.52,-3.81,0,
Jeter Worthley,21,HOU,1,0,-0.93,lf,LF,R,,12,0.292,86,1.08,13,0.332,100,100,1.15,-0.99,-1.84,-4.6,-5.19,-10.23,-0.93,-2.11,-2.07,-2.02,1.01,0.16,-2.6,-3.19,-8.23,1.08,-0.11,-0.07,-0.02,-2.02,-0.02,1.03,0.18,-2.58,-3.17,-8.21,1.1,-0.09,-0.05,0,
Seth Stephenson,27,DET,1,0,-0.78,lf,LF,S,,8,0.305,91,1.31,10,0.347,104,104,0.91,-12.27,-1.46,-1.29,-2.26,-4.32,-0.78,-1.83,-2.21,-1.73,-10.17,0.64,0.8,-0.16,-2.22,1.31,0.26,-0.11,0.37,-1.73,0.37,-10.54,0.27,0.44,-0.53,-2.58,0.95,-0.1,-0.48,0,
Gunner Geile,23,Free,0,0,-4.91,rf,RF,L,,6,0.182,57,1.35,10,0.324,96,96,0.63,-17.74,-7.09,-11.33,-11.0,-16.06,-5.77,-5.52,-4.91,-7.2,-11.48,-0.83,-5.07,-4.74,-9.8,0.49,0.74,1.35,-0.95,-7.2,-0.95,-10.54,0.11,-4.13,-3.8,-8.85,1.43,1.68,2.3,0,
Deion Cole,20,BOS,1,0,-1.56,rf,RF,R,,8,0.256,76,5.27,22,0.387,122,122,1.1,-14.25,-3.36,-4.66,-4.38,-8.81,-2.33,-2.08,-1.56,-3.71,-7.41,3.48,2.17,2.46,-1.98,4.5,4.75,5.27,3.12,-3.71,3.12,-10.54,0.36,-0.95,-0.67,-5.1,1.38,1.63,2.15,0,
Jack Haferkamp,22,SF,1,0,-3.53,lf,RF,R,,14,0.219,72,0.1,23,0.281,93,93,0.87,-15.33,-4.41,-8.0,-6.75,-11.77,-3.53,-4.04,-3.64,-4.8,-11.7,-0.78,-4.37,-3.12,-8.14,0.1,-0.41,-0.01,-1.17,-4.8,-1.17,-10.54,0.39,-3.2,-1.95,-6.97,1.27,0.76,1.16,0,
Ivan Melendez,28,AZ,1,0,-0.56,1b,,R,,23,0.295,96,1.43,28,0.328,108,-999,0.96,-11.38,-0.56,-3.12,-2.68,-8.12,-4.88,-2.25,-4.16,-0.84,-9.39,1.43,-1.13,-0.69,-6.13,-2.89,-0.26,-2.17,1.15,-0.84,1.15,-10.54,0.28,-2.28,-1.84,-7.28,-4.04,-1.41,-3.32,0,
Yan Cruz,21,BOS,1,0,-0.5,rf,RF,L,,8,0.281,83,2.03,14,0.331,102,102,1.11,-13.18,-2.5,-6.38,-6.01,-11.79,-1.27,-1.02,-0.5,-2.65,-10.65,0.04,-3.85,-3.47,-9.25,1.27,1.52,2.03,-0.11,-2.65,-0.11,-10.54,0.15,-3.74,-3.36,-9.14,1.38,1.63,2.15,0,
